record_id,dataset_type,name,category,description,address,latitude,longitude,source_dataset
park-north-melbourne-recreation-reserve,park,North Melbourne Recreation Reserve,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Arden Street, North Melbourne, Melbourne, VIC 3051",-37.7988345257153,144.941452061463,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-princes-park,park,Princes Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Princes Park Drive, Carlton North, Melbourne, VIC 3054",-37.7870161727156,144.961115214367,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-argyle-square,park,Argyle Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Argyle Place South, Carlton, Melbourne, VIC 3053",-37.8031480577285,144.965761295089,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-kings-domain,park,Kings Domain,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"CityLink, Melbourne, VIC 3004",-37.8255239795833,144.974107925144,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-federation-square,park,Federation Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Flinders Street, Melbourne, VIC 3000",-37.8178516571684,144.968963600783,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-flagstaff-gardens,park,Flagstaff Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"La Trobe Street, West Melbourne, Melbourne, VIC 3003",-37.8111222889277,144.954696055235,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-westgate-park,park,Westgate Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Bay Trail, Port Melbourne, Melbourne, VIC 3207",-37.8314918578874,144.908824792698,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-newmarket-reserve,park,Newmarket Reserve,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Epsom Road, Kensington, Melbourne, VIC 3031",-37.7878473341234,144.922972125346,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-j-j-holland-park,park,J.J Holland Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Childers Street, Kensington, Melbourne, VIC 3031",-37.7982358832177,144.923837074813,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-fitzroy-gardens,park,Fitzroy Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Clarendon Street, East Melbourne, Melbourne, VIC 3002",-37.8129616331579,144.980455714669,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-richmond-football-club,park,Richmond Football Club,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"AFL Way, East Melbourne, Melbourne, VIC 3002",-37.8216740022008,144.988156318781,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-royal-botanic-gardens,park,Royal Botanic Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Australian Forest Walk, Melbourne, VIC 3004",-37.8306631583233,144.980850432751,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-darling-square,park,Darling Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Gipps Street, East Melbourne, Melbourne, VIC 3002",-37.81299206932,144.989062559512,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-parliament-reserve,park,Parliament Reserve,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Albert Street, East Melbourne, Melbourne, VIC 3002",-37.809852620638,144.973462202839,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-macarthur-square,park,Macarthur Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Macarthur Place North, Carlton, Melbourne, VIC 3053",-37.7983318676737,144.971514146104,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-shrine-of-rembrance-reserve,park,Shrine of Rembrance Reserve,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Melbourne, VIC 3004",-37.8320733992876,144.973628364465,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-treasury-gardens,park,Treasury Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Wellington Parade, East Melbourne, Melbourne, VIC 3002",-37.8143993575938,144.975952335785,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-queen-victoria-gardens,park,Queen Victoria Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Alexandra Avenue, Melbourne, VIC 3004",-37.8216381244891,144.971049530478,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-new-quay,park,New Quay,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Docklands, Melbourne, VIC 3008",-37.8152178789077,144.941617889032,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-sandridge-rail-bridge,park,Sandridge Rail Bridge,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Banana Alley, Melbourne, VIC 3000",-37.8201763042794,144.96298113724,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-birrarung-marr,park,Birrarung Marr,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Capital City Trail Main Yarra Trail, Melbourne, VIC 3000",-37.81806108403,144.97314667014,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-university-square,park,University Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Barry Street, Carlton, Melbourne, VIC 3053",-37.800410711209,144.960398319302,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-docklands-park,park,Docklands Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Collins Street, Docklands, Melbourne, VIC 3008",-37.8209956785618,144.946781702342,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-point-park,park,Point Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Point Park Crescent, Docklands, Melbourne, VIC 3008",-37.8233522700646,144.942102276731,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-alexandra-gardens,park,Alexandra Gardens,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Alexandra Avenue, Melbourne, VIC 3004",-37.8206051404251,144.971796067365,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-piazza-italia,park,Piazza Italia,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Piazza Italia, Carlton, Melbourne, VIC 3053",-37.8025164192523,144.965863092947,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-murchinson-square,park,Murchinson Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Owen Street, Carlton, Melbourne, VIC 3053",-37.8002735025371,144.973059252203,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-carlton-gardens-north,park,Carlton Gardens North,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Carlton Street, Carlton, Melbourne, VIC 3053",-37.8017690847403,144.971997551189,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-fawkner-park,park,Fawkner Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Armadale Street, Melbourne, VIC 3004",-37.8413996708186,144.981625667877,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-enterprize-park,park,Enterprize Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Aquarium Drive, Melbourne, VIC 3000",-37.820210269629,144.959276859602,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-carlton-gardens-south,park,Carlton Gardens South,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Victoria Parade, Carlton, Melbourne, VIC 3053",-37.8060684577258,144.971266479841,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-batman-park,park,Batman Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Rebecca Walk, Melbourne, VIC 3000",-37.8218460949601,144.956665812218,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-riverslide-skate-park,park,Riverslide Skate Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Boathouse Drive, Melbourne, VIC 3004",-37.8207887122448,144.972951789291,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-royal-park,park,Royal Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Flemington Road, Parkville, Melbourne, VIC 3052",-37.7906174256581,144.953834240647,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-yarra-park,park,Yarra Park,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"East Melbourne, Melbourne, VIC 3002",-37.820469374101,144.986671109615,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-lincoln-square,park,Lincoln Square,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Lincoln Square South, Carlton, Melbourne, VIC 3053",-37.8027919689732,144.962760852233,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
park-powlett-reserve,park,Powlett Reserve,Outdoor Space,Informal Outdoor Facility (Park/Garden/Reserve),"Grey Street, East Melbourne, Melbourne, VIC 3002",-37.8116929882498,144.987275671763,landmarks-and-places-of-interest-including-schools-theatres-health-services-spor
seat-1078745,public_seat,Seat - Stainless Steel Seat - 3m & LED lights,Seat,Seat - Stainless Steel Seat - 3m & LED lights,"Bourke Street between Swanston Street and Elizabeth Street, approximately 9m NW of Mecca, Part 299 Bourke Street, MELBOURNE VIC 3000",-37.8138492,144.9647359,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078750,public_seat,Seat - Stainless Steel Seat - 6m & LED lights,Seat,Seat - Stainless Steel Seat - 6m & LED lights,"Bourke Street between Swanston Street and Elizabeth Street, approximately 7m South of Rationale, Part 310 Bourke Street, MELBOURNE VIC 3000",-37.8137349,144.9646445,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078755,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m NW of Mecca, Part 299 Bourke Street, MELBOURNE VIC 3000",-37.8138547,144.9647176,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078757,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 9m North of Mecca, Part 299 Bourke Street, MELBOURNE VIC 3000",-37.8138485,144.9648097,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078760,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 14m NE of Mecca, Part 299 Bourke Street, MELBOURNE VIC 3000",-37.8138203,144.9648778,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078766,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 9m NW of Lovisa, Shop 18, 283-297 Bourke Street, MELBOURNE VIC 3000",-37.813768,144.9650708,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078769,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 8m North of Lovisa, Shop 18, 283-297 Bourke Street, MELBOURNE VIC 3000",-37.813765,144.9651085,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078774,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 8m North of Shop 23, 283 Bourke Street, MELBOURNE VIC 3000",-37.813729,144.9652008,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078776,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 8m SE of Zara, Part Ground & Level 1-4, 284-292 Bourke Street, MELBOURNE VIC 3000",-37.8136393,144.9650383,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078779,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m South of Zara, Part Ground & Level 1-4, 284-292 Bourke Street, MELBOURNE VIC 3000",-37.8136609,144.9649947,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078789,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m SE of Dermalogica, Part 310 Bourke Street, MELBOURNE VIC 3000",-37.8137317,144.9647476,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078791,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 8m South of Rationale, Part 310 Bourke Street, MELBOURNE VIC 3000",-37.8137509,144.9646536,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078796,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 6m North of OPSM, Shop 34, 339 Bourke Street, MELBOURNE VIC 3000",-37.8141427,144.9638184,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078798,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m West of Gnd & Flr1 327-329 Bourke Street, MELBOURNE VIC 3000",-37.8140907,144.9639804,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078799,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m NE of Australia And New Zealand Banking Group Limited, 335 Bourke Street, MELBOURNE VIC 3000",-37.8140832,144.9639564,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078801,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m North of Gnd & Flr1 327-329 Bourke Street, MELBOURNE VIC 3000",-37.8140286,144.9641178,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078805,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m NW of Mecca, Part 299 Bourke Street, MELBOURNE VIC 3000",-37.8138594,144.9646972,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078810,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 9m South of Myer, Ground, Level 2, 5 & 7, Part Levels 4 & 6, 314-336 Bourke Street, MELBOURNE VIC 3000",-37.8139241,144.9640367,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078819,public_seat,Seat - Stainless Steel Seat - Swivel,Seat,Seat - Stainless Steel Seat - Swivel,"Bourke Street between Swanston Street and Elizabeth Street, approximately 12m South of Michael Hill, 280-282 Bourke Street, MELBOURNE VIC 3000",-37.8136154,144.96514,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078830,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Capel Street between William Street and Victoria Street, approximately 17m West of 12 Capel Street, WEST MELBOURNE VIC 3003",-37.8077738,144.9547994,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078876,public_seat,Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Bourke Street between Spring Street and Exhibition Street, approximately 5m South of Imperial Hotel, The Imperial Hotel, 2-8 Bourke Street, MELBOURNE VIC 3000",-37.8113404,144.9727395,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078886,public_seat,Seat - Metal Bench on electrical control box,Seat,Seat - Metal Bench on electrical control box,"William Street between Little Collins Street and Bourke Street, approximately 5m West of Part Ground 114 William Street, MELBOURNE VIC 3000",-37.816534,144.9587333,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078896,public_seat,Seat - Metal Bench on electrical control box,Seat,Seat - Metal Bench on electrical control box,"Elizabeth Street between Little Collins Street and Bourke Street, approximately 5m NE of Travel Money Oz, Shop E26, 385 Bourke Street, MELBOURNE VIC 3000",-37.8146716,144.9632019,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078909,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between Swanston Street and Elizabeth Street, approximately 20m North of OPSM, Shop 34, 339 Bourke Street, MELBOURNE VIC 3000",-37.8140153,144.9637644,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078910,public_seat,Seat - Handrail Steps and Seating Wall,Seat,Seat - Handrail Steps and Seating Wall,"Bourke Street between Swanston Street and Elizabeth Street, approximately 18m SE of Hectors Deli, Opposite Kiosk 188 Elizabeth Street, MELBOURNE VIC 3000",-37.8141346,144.9633373,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078912,public_seat,Seat - Handrail Steps and Seating Wall,Seat,Seat - Handrail Steps and Seating Wall,"Bourke Street between Swanston Street and Elizabeth Street, approximately 10m West of OPSM, Shop 34, 339 Bourke Street, MELBOURNE VIC 3000",-37.8141621,144.9636988,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078929,public_seat,Seat - Metal Seat - Park Type,Seat,Seat - Metal Seat - Park Type,"Banana Alley Vaults, approximately 15m North of Parks Victoria, 1-3 Banana Alley Wharf, MELBOURNE VIC 3000",-37.819895,144.9620713,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078930,public_seat,Seat - Metal Seat - Park Type,Seat,Seat - Metal Seat - Park Type,"Banana Alley Vaults, approximately 31m NE of Parks Victoria, 1-3 Banana Alley Wharf, MELBOURNE VIC 3000",-37.8198449,144.9623093,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078942,public_seat,Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Lygon Street between Argyle Place North and Grattan Street, approximately 4m West of Watts Corner Shoe Store, Ground 264-266 Lygon Street, CARLTON VIC 3053",-37.8009648,144.9670124,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078949,public_seat,Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Lygon Street between Grattan Street and Faraday Street, approximately 5m West of Gewürzhaus Carlton, 342 Lygon Street, CARLTON VIC 3053",-37.7990107,144.9673451,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078955,public_seat,Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Lygon Street between Grattan Street and Faraday Street, approximately 6m West of Husk, Ground 324 Lygon Street, CARLTON VIC 3053",-37.7994329,144.9672695,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078957,public_seat,Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Bank Place between Collins Street and Little Collins Street, approximately 2m North of Mitre Tavern, 5-9 Bank Place, MELBOURNE VIC 3000",-37.8167599,144.9604413,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078965,public_seat,Seat - Metal Semi-circular Seats,Seat,Seat - Metal Semi-circular Seats,"Lygon Street between Faraday Street and Elgin Street, approximately 6m SE of Garfield Pizzeria, 297 Lygon Street, CARLTON VIC 3053",-37.7983748,144.9672199,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078966,public_seat,Seat - Semi-circular Seats - Wooden Battens,Seat,Seat - Semi-circular Seats - Wooden Battens,"Queen Victoria Market, approximately 6m West of Cafe Gilli, 76 Therry Street, MELBOURNE VIC 3000",-37.8073168,144.9587558,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078970,public_seat,Seat - Metal Seat,Seat,Seat - Metal Seat,"Exhibition Street between Little Collins Street and Bourke Street, approximately 27m SW of Cotti Coffee, 150 Exhibition Street, MELBOURNE VIC 3000",-37.8123579,144.9705452,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078994,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Franklin Street between Swanston Street and Elizabeth Street, approximately 4m North of Tenancy 2, 105 Franklin Street, MELBOURNE VIC 3000",-37.8080489,144.9612194,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078995,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Franklin Street between Swanston Street and Elizabeth Street, approximately 20m NE of EzyMart, Part 125 Franklin Street, MELBOURNE VIC 3000",-37.808169,144.9608256,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1078996,public_seat,Seat - Metal Seat,Seat,Seat - Metal Seat,"Elizabeth Street between A'Beckett Street and Franklin Street, approximately 6m SW of Kicks, 446 Elizabeth Street, MELBOURNE VIC 3000",-37.8084118,144.9606034,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079003,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Arden Street between Fogarty Street and Langford Street, approximately 14m West of Citywide Service Solutions Pty Ltd, 294-296 Arden Street, NORTH MELBOURNE VIC 3051",-37.7995854,144.9383701,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079012,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Russell Street between Flinders Street and Flinders Lane, approximately 3m SW of District, 20 Russell Street, MELBOURNE VIC 3000",-37.8161975,144.9698084,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079015,public_seat,Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Collins Street between Spring Street and Exhibition Street, approximately 16m West of Golden, Shop 71, 55 Collins Street, MELBOURNE VIC 3000",-37.8140367,144.9718447,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079022,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Elizabeth Street between Little La Trobe Street and A'Beckett Street, approximately 18m North of Molly Tea, Shop 2, 399 Elizabeth Street, MELBOURNE VIC 3000",-37.809462,144.9608343,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079024,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Elizabeth Street between Therry Street and Victoria Street, approximately 9m NE of Limnos Seafood Pty Ltd, Stall 31, 525 Elizabeth Street, MELBOURNE VIC 3000",-37.8065019,144.9593724,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079037,public_seat,Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Exhibition Street between Lonsdale Street and Little Lonsdale Street, approximately 29m East of Melbourne Marriott Hotel, Lot 1, 265 Exhibition Street, MELBOURNE VIC 3000",-37.8096137,144.9695827,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079050,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Little Collins Street between Swanston Street and Elizabeth Street, approximately 3m North of Aliahair, 257 Little Collins Street, MELBOURNE VIC 3000",-37.8146216,144.9658258,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079054,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"King and Victoria Street Reserve, approximately 15m NW of King and Victoria Street Reserve, 466 King Street, WEST MELBOURNE VIC 3003",-37.8051158,144.9484843,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079055,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"King and Victoria Street Reserve, approximately 14m NE of King and Victoria Street Reserve, 466 King Street, WEST MELBOURNE VIC 3003",-37.8051465,144.9487597,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079056,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Victoria Street between Capel Street and Howard Street, approximately 3m SW of 356 Victoria Street, NORTH MELBOURNE VIC 3051",-37.8055828,144.9543144,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079061,public_seat,Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Bourke Street between William Street and King Street, approximately 5m South of ANZ Bank, ATM 1, LwrGround 600 Bourke Street, MELBOURNE VIC 3000",-37.8162327,144.9559233,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079064,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Church Street between Bourke Street and Little Collins Street, approximately 15m East of Concentrix Catalyst Pty Ltd, Front Ground & Level 3-4, 565 Bourke Street, MELBOURNE VIC 3000",-37.8161876,144.9570717,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079066,public_seat,Seat - Stainless Steel Curved - Narrow Stainless Slats,Seat,Seat - Stainless Steel Curved - Narrow Stainless Slats,"Spring Street between Lonsdale Street and Little Lonsdale Street, approximately 8m NE of Dept Of Immigration And Border Protection, Pt Gnd, Pt Level 2,4 & Level 6,23 & 27, 2 Lonsdale Street, MELBOURNE VIC 3000",-37.8092534,144.9719283,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079074,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Albert Street between Powlett Street and Clarendon Street, approximately 30m East of Suite 2, Ground 206 Albert Street, EAST MELBOURNE VIC 3002",-37.8104191,144.9846225,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079076,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Elizabeth Street between A'Beckett Street and Franklin Street, approximately 5m NE of The Newstone Group Pty Ltd, Ground 451 Elizabeth Street, MELBOURNE VIC 3000",-37.8084879,144.9603882,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079088,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Story Street between Benjamin Street and Fitzgibbon Street, approximately 26m South of 48 Story Street, PARKVILLE VIC 3052",-37.796951,144.9556752,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079090,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Story Street between Benjamin Street and Fitzgibbon Street, approximately 14m East of University High School, 77 Story Street, PARKVILLE VIC 3052",-37.7969334,144.955528,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079092,public_seat,Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Franklin Street between Swanston Street and Elizabeth Street, approximately 13m East of Happy Lemon Melbourne, 454 Elizabeth Street, MELBOURNE VIC 3000",-37.8080018,144.9605994,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
seat-1079110,public_seat,Seat - Metal Bench,Seat,Seat - Metal Bench,"Market Street between Flinders Street and Flinders Lane, approximately 32m West of Part Ground 8 Market Street, MELBOURNE VIC 3000",-37.818884,144.9607504,street-furniture-including-bollards-bicycle-rails-bins-drinking-fountains-horse-
